run,gpus,series,concurrency,isl,osl,requested,valid,errors,status,req_s,out_tps,out_tps_per_gpu,tps_user_p50,ttft_p50_ms,ttft_p99_ms,itl_p50_ms,itl_p99_ms,e2e_p99_ms,isl_observed,slo_ok
20260926T205611Z-sweep-nemotron-3.5-lightning-teacher-4xB300-chat-c8,4,nemotron-3.5-lightning-teacher-4xB300-chat,8,800,256,32,32,0,ok,7.611254372334427,1948.4811193176133,487.12027982940333,317.1753229193275,84.0813855,481.77694707999996,3.152835276470588,4.223389895529412,1370.6446208,816.0,True
20260926T205631Z-sweep-nemotron-3.5-lightning-teacher-4xB300-chat-c32,4,nemotron-3.5-lightning-teacher-4xB300-chat,32,800,256,128,128,0,ok,17.316686852408353,4433.071834216538,1108.2679585541346,167.78938311192087,192.583914,240.73566829,5.959857084313725,8.138702140039218,2186.06003356,816.0,True
20260926T205655Z-sweep-nemotron-3.5-lightning-teacher-4xB300-chat-c128,4,nemotron-3.5-lightning-teacher-4xB300-chat,128,800,256,512,512,0,ok,45.730012339023766,11706.883158790084,2926.720789697521,105.78955524397847,261.4078035,357.91602105999993,9.452729105882353,13.443059065921567,3640.61361263,816.0,True
20260926T205729Z-sweep-nemotron-3.5-lightning-teacher-4xB300-chat-c256,4,nemotron-3.5-lightning-teacher-4xB300-chat,256,800,256,1024,1024,0,ok,82.24219450160408,21054.001792410643,5263.500448102661,92.1544133804777,217.106471,474.79923434999995,10.851352329411764,13.22334370737255,3553.74983634,816.0,True
