run,gpus,series,concurrency,isl,osl,requested,valid,errors,status,req_s,out_tps,out_tps_per_gpu,tps_user_p50,ttft_p50_ms,ttft_p99_ms,itl_p50_ms,itl_p99_ms,e2e_p99_ms,isl_observed,slo_ok
20260926T140152Z-sweep-qwen3.6-35b-a3b-fp8-1xB300-chat-c1,1,qwen3.6-35b-a3b-fp8-1xB300-chat,1,800,256,16,16,0,ok,0.8923510985165946,228.4418812202482,228.4418812202482,261.8230030795654,139.20393149999998,143.13352025,3.81937422745098,3.8353967033333336,1120.87423875,810.1875,True
20260926T140228Z-sweep-qwen3.6-35b-a3b-fp8-1xB300-chat-c8,1,qwen3.6-35b-a3b-fp8-1xB300-chat,8,800,256,32,24,8,FAILED,0.07784726298135476,19.92889932322682,19.92889932322682,197.05932745956892,340.138917,2776.3404771799997,5.074613890196078,5.41798194545098,4068.47173867,810.2083333333334,False
